Date,Team,Acquired,Relinquished,Notes
2009-09-05, Chiefs, ,  Colin Brown, placed on IR with undisclosed injury
2009-09-05, Colts,  Bob Sanders (c), , activated from physically unable to perform list
2009-09-05, Cowboys, ,  Stephen Hodge, placed on IR with knee injury
2009-09-05, Dolphins, ,  Matt Roth, placed on IR (CBS) / non-football injury list (CBC) with groin injury
2009-09-05, Eagles, ,  Fenuki Tupou, placed on IR with chest injury (CBC CBS)
2009-09-05, Giants, ,  Jay Alford, placed on IR with torn ACL in knee
2009-09-05, Jaguars, ,  Rob Meier, placed on IR with shoulder injury
2009-09-05, Jets, ,  Aundrae Allison, placed on IR
2009-09-05, Lions, ,  Chris Roberson, placed on IR with hamstring injury
2009-09-05, Packers, ,  Charlie Peprah, placed on IR with knee injury
2009-09-05, Packers, ,  Evan Moore, placed on IR
2009-09-05, Packers, ,  Justin Harrell, placed on IR with back injury
2009-09-05, Packers, ,  Pat Lee, placed on IR with knee injury
2009-09-05, Panthers, ,  Corvey Irvin, placed on IR with torn MCL in knee (CBC CBS)
2009-09-05, Patriots, ,  Chris Taylor (RB), placed on IR with shoulder injury
2009-09-05, Patriots, ,  George Bussey, placed on IR with knee injury
2009-09-05, Patriots, ,  Shawn Crable, placed on IR with groin injury
2009-09-05, Raiders, ,  Jason Horton, placed on IR with foot injury
2009-09-05, Raiders, ,  Mike Hawkins (b)?, placed on IR (CBS)
2009-09-05, Rams, ,  Adam Carriker, placed on IR with shoulder injury
2009-09-05, Rams, ,  Eric Bassey, placed on IR with knee injury
2009-09-05, Rams, ,  Eric Moore (b), placed on IR with hand injury
2009-09-05, Ravens, ,  Jason Phillips, placed on IR with knee injury
2009-09-05, Ravens, ,  Quinn Sypniewski, placed on IR with knee injury
2009-09-05, Redskins, ,  Colt Brennan, placed on IR with hip injury (CBC CBS)
2009-09-05, Saints, ,  Billy Miller, placed on IR with torn right Achilles tendon (CBS) / knee injury (CBC)
2009-09-05, Saints, ,  Chip Vaughn, placed on IR with knee injury
2009-09-05, Saints, ,  Olaniyi Sobomehin, placed on IR with shoulder injury
2009-09-05, Steelers, ,  Sean McHugh, placed on IR with knee injury (CBC CBS)
2009-09-05, Texans, ,  Stanley McClover, placed on IR with left knee injury
2009-09-05, Texans, ,  Toddrick Verdell, placed on IR (CBC)
2009-09-06, Saints,  Billy Miller, , activated from IR
2009-09-07, Dolphins, ,  David Martin, placed on IR with right knee injury
2009-09-08, Cardinals, ,  Michael Ray Garvin, placed on IR with knee injury
2009-09-08, Saints, ,  Stanley Arnoux, placed on IR with torn left Achilles tendon
2009-09-09, Broncos, Matt McChesney, , activated from IR
2009-09-14, Bears, ,  Brian Urlacher, placed on IR with dislocated right wrist
2009-09-14, Eagles, ,  Shawn Andrews, placed on IR with back injury
2009-09-14, Panthers, ,  Josh McCown, placed on IR with left knee injury
2009-09-16, Jaguars, ,  Reggie Hayward, placed on IR with broken left leg
2009-09-18, Bears, ,  Trumaine McBride, placed on IR with knee injury
2009-09-19, Buccaneers, ,  Edjuan Biggers / E.J. Biggers, placed on IR with shoulder injury
2009-09-19, Chargers, ,  Jamal Williams, placed on IR with triceps injury
2009-09-21, Falcons, ,  Peria Jerry, placed on IR with left knee injury
2009-09-22, Bills, ,  Brad Butler, placed on IR with right knee injury
2009-09-22, Bills, ,  Derek Schouman, placed on IR with right knee injury
2009-09-22, Buccaneers, ,  Jermaine Phillips, placed on IR with broken left thumb
2009-09-22, Panthers, ,  Louis Leonard, placed on IR with broken left ankle
2009-09-22, Redskins, ,  Randy Thomas, placed on IR with torn right triceps
2009-09-22, Panthers,  Nate Salley, , activated from IR
2009-09-23, Jaguars, ,  Troy Williamson, placed on IR with shoulder injury
2009-09-23, Texans, ,  Chester Pitts, placed on IR with right knee injury
2009-09-24, Giants, ,  Kenny Phillips, placed on IR with left knee injury
2009-09-29, Dolphins, ,  Chad Pennington, placed on IR with right shoulder injury
2009-09-29, Rams, ,  Laurent Robinson, placed on IR with fibula injury
2009-09-29, Saints, ,  Jammal Brown, placed on IR with hip injury
2009-09-29, Steelers, ,  Frank Summers, placed on IR with back injury
2009-09-29, Titans, , Craig Hentrich, placed on IR with calf injury
2009-09-29, Cardinals,  Michael Ray Garvin, , activated from IR
2009-09-30, Raiders, ,  John Bowie, placed on IR with knee injury
2009-09-30, Texans, ,  Chaun Thompson, placed on IR with knee injury
2009-10-01, Bills, ,  Leodis McKelvin, placed on IR with fibula injury
2009-10-03, Browns, ,  James Davis (d), placed on IR with shoulder injury
2009-10-05, Lions, ,  Adam Jennings, placed on IR with ankle injury
2009-10-05, Ravens, ,  Brendon Ayanbadejo, placed on IR with torn left quadricep
2009-10-06, Texans, ,  Khary Campbell, placed on IR with left knee injury
2009-10-12, Lions, ,  Eric King (b), placed on IR with shoulder injury
2009-10-12, Lions, ,  Matthias Askew, placed on practice squad IR with undisclosed injury
2009-10-12, Packers, ,  Will Blackmon, placed on IR with sprained knee
2009-10-12, Rams, ,  Gary Gibson, placed on IR with foot/ankle injury
2009-10-12, Seahawks, ,  Brandon Frye, placed on IR with neck injury
2009-10-13, Bills, ,  Kawika Mitchell, placed on IR with knee injury
2009-10-13, Bills, ,  Marcus Buggs, placed on IR with knee injury
2009-10-14, Chiefs, ,  Jackie Battle, placed on IR with shoulder injury
2009-10-14, Dolphins, ,  Patrick Cobbs, placed on IR with left knee injury
2009-10-14, Steelers, ,  Aaron Smith, placed on IR with shoulder injury
2009-10-14, Texans, ,  Mike Brisiel, placed on IR with left foot injury
2009-10-14, Raiders, ,  Oren O'Neal, placed on IR
2009-10-16, Saints, ,  Rod Harper, placed on IR with fractured left foot
2009-10-19, 49ers, ,  Jeff Ulbrich, placed on IR with concussion
2009-10-19, Bengals, ,  Antwan Odom, placed on IR with torn right Achilles tendon
2009-10-19, Jets, ,  Kris Jenkins, placed on IR with left knee injury
2009-10-20, Browns, ,  D'Qwell Jackson, placed on IR with shoulder injury
2009-10-20, Buccaneers, ,  B.J. Askew, placed on IR with back/neck injury (CBS NFL SN) / placed on non-football injury list with neck injury (CBC)
2009-10-20, Buccaneers,  Kelly Campbell, , activated from IR
2009-10-20, Chargers, ,  Antwan Applewhite, placed on IR with hamstring injury
2009-10-20, Falcons, ,  Brian Williams (d), placed on IR with right knee injury
2009-10-20, Giants,  Andrew Carnahan, , activated from IR
2009-10-20, Dolphins,  Lydon Murtha, , activated from physically unable to perform list
2009-10-21, Giants, ,  Anthony Bryant, placed on practice squad IR
2009-10-21, Packers, ,  DeShawn Wynn, placed on IR with knee injury
2009-10-22, Cowboys,  John Dutton, ," ""activated"""
2009-10-22, Lions, ,  Copeland Bryan, placed on IR with right knee injury
2009-10-24, Chiefs,  Lance Long, , activated from physically unable to perform list (CBS NFL)
2009-10-24, Patriots,  Brandon Tate, , activated from physically unable to perform list
2009-10-24, Patriots,  Mark LeVoir, , activated from physically unable to perform list
2009-10-26, Dolphins, ,  Will Allen (D.), placed on IR with left knee injury
2009-10-26, Jets, ,  Leon Washington, placed on IR with leg injury
2009-10-26, Rams, ,  Chris Massey (a), placed on IR with knee injury
2009-10-27, 49ers, ,  Tony Pashos, placed on IR with fractured scapula
2009-10-27, Chargers, ,  Ryan McDonald, placed on IR with back injury
2009-10-27, Eagles, ,  Omar Gaither, placed on IR with left foot injury
2009-10-27, Falcons, ,  William Moore, placed on IR with hamstring injury
2009-10-27, Packers, ,  Brett Swain, placed on IR with knee injury
2009-10-27, Rams, ,  Bradley Fletcher, placed on IR with right knee injury
2009-10-27, Seahawks, ,  Walter Jones, placed on IR with left knee injury
2009-10-27, Falcons, ,  Glenn Sharpe, placed on IR with undisclosed injury
2009-10-29, Rams, ,  Bradley Fletcher, placed on IR with surgery on knee
2009-10-29, Saints, ,  Heath Evans, placed on IR with knee injury
2009-10-29, Seahawks, , Lofa Tatupu, placed on IR with torn left pectoral muscle
2009-10-30, Seahawks,  Marcus Trufant, , activated from physically unable to perform list
2009-10-30, Titans, ,  Mark Jones, placed on IR with hamstring injury
2009-10-31, Dolphins,  Matt Roth, , activated from physically unable to perform list
2009-10-31, Redskins, ,  Chris Samuels (b), placed on IR with neck injury
2009-11-03, Broncos, ,  Everette Pedescleaux, placed on practice squad IR with undisclosed injury (CBC)
2009-11-03, Cardinals, ,  Keilen Dykes, placed on practice squad IR with undisclosed injury (CBC E SN)
2009-11-03, Lions, ,  Demarcus Faggins, placed on IR with upper body injury (CBS NFL) / groin injury (CBC)
2009-11-04, Chiefs, ,  Jarrad Page, placed on IR with calf injury
2009-11-04, Colts, , Tyjuan Hagler, placed on IR with biceps injury
2009-11-04, Falcons, ,  Jamaal Fudge, placed on IR with knee injury
2009-11-04, Seahawks, ,  C.J. Wallace, placed on IR with hamstring injury
2009-11-04, Texans, ,  Owen Daniels, placed on IR with torn ACL in right knee
2009-11-05, Falcons, ,  Mike Schneck, placed on IR with rib injury
2009-11-06, Colts, ,  Bob Sanders (c), placed on IR with biceps injury
2009-11-06, Colts, ,  Marlin Jackson, placed on IR with left knee injury
2009-11-07, Chiefs,  Kolby Smith, , activated from physically unable to perform list
2009-11-07, Jaguars, ,  Scott Starks, placed on IR with hamstring injury
2009-11-07, Packers, ,  Jason Spitz, placed on IR with back injury
2009-11-07, Saints, ,  Kendrick Clancy, placed on IR with knee injury
2009-11-09, Bengals, ,  Chris Henry (a), placed on IR with forearm injury
2009-11-10, Browns, ,  Eric Barton, placed on IR with right shoulder / neck injury
2009-11-10, Buccaneers, ,  Rod Wilson, placed on IR with hamstring injury
2009-11-10, Panthers, ,  Thomas Davis, placed on IR with knee injury
2009-11-11, Bills,  James Hardy (b), , activated from physically unable to perform list
2009-11-11, Buccaneers, ,  Will Allen (a), placed on IR with thumb injury
2009-11-11, Chiefs, ,  Mike Goff, placed on IR with shoulder injury
2009-11-11, Eagles, ,  Ellis Hobbs, placed on IR with neck injury
2009-11-11, Giants, ,  Gerris Wilkinson, placed on IR with wrist injury
2009-11-11, Redskins, ,  Chris Horton, placed on IR with toe injury
2009-11-13, Bengals, ,  Roy Williams (L.), placed on IR with forearm injury
2009-11-14, Patriots, ,  Brandon Tate, placed on IR with knee injury
2009-11-15, Patriots,  Sam Aiken, , activated from IR
2009-11-16, Rams, ,  Keenan Burton, placed on IR with torn patellar tendon
2009-11-17, Jaguars, ,  Jarett Dillard, placed on IR with broken ankle
2009-11-17, Lions, ,  Jack Williams (b), placed on IR with torn ACL in knee
2009-11-17, Panthers, ,  Jordan Gross, placed on IR with right ankle injury
2009-11-17, Bengals,  Antonio Chatman, , activated from IR
2009-11-17, Bengals,  Ben Utecht, , activated from IR
2009-11-18, Bills, ,  C.J. Hawthorne, placed on practice squad IR (E SN)
2009-11-18, Bills, ,  Derek Fine, placed on IR with knee injury
2009-11-18, Browns, ,  Dave Zastudil, placed on IR with right knee injury
2009-11-18, Browns, ,  Steve Heiden, placed on IR with knee injury (CBS NFL) / ankle injury (CBC)
2009-11-18, Chargers, ,  Jyles Tucker, placed on IR with ankle injury
2009-11-18, Dolphins, ,  Ronnie Brown, placed on IR with foot injury
2009-11-18, Lions, ,  Marquand Manuel, placed on IR with shoulder injury
2009-11-18, Ravens, , Haruki Nakamura, placed on IR with ankle injury
2009-11-20, Bears, ,  Garrett Wolfe, placed on IR with lacerated kidney
2009-11-20, Bills, ,  Keith Ellison, placed on IR with quadricep injury
2009-11-20, Lions, ,  Stephen Peterman, placed on IR with right ankle injury
2009-11-22, Colts, ,  Daniel Federkeil, placed on IR with concussion
2009-11-22, Raiders, ,  Ricky Brown (b), placed on IR with ankle injury
2009-11-23, Dolphins, ,  Jason Ferguson, placed on IR with quadricep injury
2009-11-23, Jaguars, ,  Bryan Smith, placed on IR with shoulder injury
2009-11-23, Redskins, ,  Chad Rinehart, placed on IR with fibula injury
2009-11-23, Redskins, ,  Eddie Williams, placed on IR with fibula injury
2009-11-23, Redskins, ,  Ladell Betts, placed on IR with torn ACL and MCL in knee
2009-11-23, Saints, ,  Leigh Torrence, placed on IR with shoulder injury
2009-11-23, Falcons, ,  Rob Bruggeman, placed on practice squad IR (CBC)
2009-11-24, Bills, ,  Eric Wood, placed on IR with broken left leg
2009-11-24, Buccaneers, ,  Byron Leftwich, placed on IR with right elbow injury
2009-11-24, Chargers, ,  Jeromey Clary, placed on IR with ankle injury
2009-11-24, Panthers, ,  Landon Johnson, placed on IR with MCL injury
2009-11-24, Rams, ,  C.J. Ah You, placed on IR with knee injury
2009-11-24, Ravens, ,  Fabian Washington, placed on IR with torn ACL in left knee
2009-11-24, Ravens, ,  Matt Lawrence, placed on IR with knee injury
2009-11-24, Raiders,  John Bowie, , activated from IR
2009-11-25, Bills, ,  Seth McKinney, placed on IR with left knee injury
2009-11-25, Chiefs, ,  Maurice Leggett, placed on IR with shoulder/arm injury
2009-11-25, Lions, ,  Ko Simpson, placed on IR with knee injury
2009-11-25, Packers, ,  Al Harris (b), placed on IR with left knee injury
2009-11-25, Raiders, ,  Jon Alston (a), placed on IR with concussion
2009-11-25, Texans, ,  Eugene Wilson, placed on IR with injured toes
2009-11-26, Texans, ,  Antwaun Molden, placed on IL with quadriceps injury
2009-11-30, Browns, ,  Shaun Rogers, placed on IR with broken leg
2009-11-30, Buccaneers, ,  Arron Sears, placed on non-football injury list
2009-11-30, Buccaneers, ,  Dirk Johnson, placed on IR with hamstring injury
2009-11-30, Buccaneers, ,  Torrie Cox, placed on IR with hip injury
2009-11-30, Giants, ,  Antonio Pierce, placed on IR with neck injury
2009-11-30, Redskins, ,  Chris Cooley, placed on IR with right ankle injury
2009-11-30, Redskins, ,  Jeremy Jarmon, placed on IR with torn ACL in left knee
2009-12-01, 49ers, ,  Curtis Taylor, placed on IR with hip injury
2009-12-01, Lions, ,  Brandon Pettigrew, placed on IR with torn ACL in left knee
2009-12-02, Bears, ,  Pisa Tinoisamoa, placed on IR with knee injury
2009-12-02, Browns, ,  Jamal Lewis (a), placed on IR with post-concussion symptoms
2009-12-02, Browns, , Brodney Pool, placed on IR with concussion
2009-12-02, Panthers, ,  Kelvin Smith, placed on IR with knee injury
2009-12-04, Panthers, ,  DeMarcus Tyler / Tank Tyler, placed on IR with knee injury
2009-12-05, Chiefs, ,  Kolby Smith, placed on IR with ankle injury
2009-12-07, Browns, ,  C.J. Mosley (a), placed on IR with broken right ankle
2009-12-07, Packers, , Aaron Kampman, placed on IR with torn ACL in knee
2009-12-08, Buccaneers, ,  Clifton Smith (b), placed on IR with concussion
2009-12-08, Falcons, ,  Tony Gilbert, placed on IR with hamstring injury
2009-12-08, Giants, ,  Vince Anderson, placed on practice squad IR (CBC E)
2009-12-08, Redskins, ,  Clinton Portis, placed on IR with concussion
2009-12-08, Saints, ,  Jo-Lonn Dunbar, placed on IR with hamstring injury
2009-12-08, Dolphins,  David Martin, , activated from IR
2009-12-09, 49ers, ,  Kentwan Balmer, placed on IR with shoulder injury
2009-12-09, Bengals, ,  Chase Coffman, placed on IR with left ankle injury
2009-12-09, Broncos, ,  Ryan Harris, placed on IR with toe injury
2009-12-09, Chargers, , Ogemdi Nwagbuo, placed on IR with ankle injury
2009-12-09, Colts, , Jim Sorgi, placed on IR with right shoulder injury
2009-12-09, Patriots, ,  Bret Lockett, placed on IR with groin injury
2009-12-09, Rams, , Oshiomogho Atogwe / O.J. Atogwe, placed on IR with dislocated right shoulder
2009-12-09, Texans, ,  Steve Slaton, placed on IR with neck injury
2009-12-09, Titans, ,  Jason Jones (b), placed on IR with shoulder injury
2009-12-09, Vikings, ,  E.J. Henderson, placed on IR with fractured femur
2009-12-10, Dolphins, , Lydon Murtha, placed on IR with ankle injury
