Date,Team,Acquired,Relinquished,Notes
2009-02-12, Titans,  Marcus Robertson, , promoted to secondary coach
2009-02-12, Titans,  Tim Hauck, , hired as assistant secondary coach
2009-02-13, Bears, ,  Gilbert Gardner, waived
2009-02-13, Bears, ,  Marcus Riley, waived
2009-02-13, Bears, ,  Marty Booker, waived
2009-02-13, Bengals,  Ryan Plackemeier, , claimed off waivers (from Redskins)
2009-02-13, Chiefs, ,  Curtis Modkins, fired as running backs coach
2009-02-13, Chiefs, ,  Eric Price, fired as wide receivers coach
2009-02-13, Chiefs, ,  Jon Embree, fired as tight ends coach
2009-02-13, Chiefs, ,  Kevin Patullo, fired as offensive assistant coach
2009-02-13, Chiefs, ,  Mike Ketchum, fired as dffensive assistant
2009-02-13, Colts,  Mike Dragosavich, , signed free agent
2009-02-13, Falcons,  Michael Koenen, , re-signed to a 1-year contract
2009-02-13, Giants,  Brandon Jacobs, , player designated as franchise player
2009-02-13, Rams, ,  Corey Chavous, waived
2009-02-13, Redskins,  Anthony Alridge, , claimed off waivers (from Broncos)
2009-02-13, Redskins,  Ethan Albright, , re-signed to a 1-year contract
2009-02-13, Saints,  Dan Morgan (Thomas), , added to roster
2009-02-14, Bears, ,  Mike Brown (c), waived
2009-02-16, Bengals,  Shayne Graham, , player designated as franchise player
2009-02-16, Broncos, ,  Dewayne Robertson, waived
2009-02-16, Broncos, ,  John Engelberger, waived
2009-02-16, Broncos, ,  Marquand Manuel, waived
2009-02-16, Broncos, ,  Nate Jackson (Ross), waived
2009-02-16, Broncos, ,  Niko Koutouvides, waived
2009-02-16, Broncos, , Jamie Winborn, waived
2009-02-16, Jaguars, ,  Fred Taylor (c), waived
2009-02-16, Lions,  Stephen Peterman, , re-signed to a 5-year contract
2009-02-16, Ravens, ,  Chris McAlister, waived
2009-02-16, Steelers,  Jordan Reffett, , signed free agent
2009-02-17, Bills,  Justin Jenkins, , re-signed
2009-02-17, Broncos, , Dre' Bly / Dre Bly, waived
2009-02-17, Cardinals,  Karlos Dansby, , player designated as franchise player
2009-02-17, Lions,  Jason Hanson, , re-signed to a 4-year contract
2009-02-17, Patriots, ,  Billy Yates, released
2009-02-17, Patriots, ,  Kelley Washington, released
2009-02-17, Ravens,  Brandon McKinney, , re-signed
2009-02-17, Ravens,  Dwan Edwards, , re-signed
2009-02-17, Saints, ,  Deuce McAllister, waived
2009-02-18, Bills,  John DiGiorgio, , re-signed
2009-02-18, Buccaneers,  Antonio Bryant, , player designated as franchise player
2009-02-18, Cardinals,  Bill Davis, , promoted to defensive coordinator
2009-02-18, Cardinals,  Chris Miller, , hired as quarterbacks coach
2009-02-18, Cardinals,  John McNulty, , hired as receivers coach
2009-02-18, Cardinals,  Matt Raich, , hired as linebackers coach
2009-02-18, Cardinals,  Mike Miller, , promoted to passing game coordinator
2009-02-18, Cardinals,  Russ Grimm, , hired as running game coordinator (in addition to assistant head coach & offensive line coach)
2009-02-18, Chargers,  Darren Sproles, , player designated as franchise player
2009-02-18, Colts,  Kelvin Hayden, , re-signed to a 5-year contract
2009-02-18, Patriots,  Tully Banta-Cain, , signed free agent
2009-02-18, Patriots, Brad Listorti, , signed free agent
2009-02-18, Raiders,  Shane Lechler, , re-signed to a 4-year contract
2009-02-18, Ravens,  Terrell Suggs, , player designated as franchise player
2009-02-18, Titans,  Rob Bironas, , re-signed
2009-02-18, Vikings, ,  Maurice Hicks, waived
2009-02-18, Vikings,  Diron Reynolds, , hired as defensive assistant / defensive line coach
2009-02-19, Buccaneers,  Ryan Sims, , re-signed to a 4-year contract
2009-02-19, Cardinals,  Curtis Modkins, , hired as running backs coach
2009-02-19, Chiefs,  Maurice Carthon, , hired as assistant coach
2009-02-19, Falcons,  Michael Koenen, , player designated as non-exclusive franchise player
2009-02-19, Jets, ,  David Bowens, waived
2009-02-19, Jets, , Brad Kassell, waived
2009-02-19, Jets,  Nate Harris, , signed free agent to a future contract
2009-02-19, Jets,  Nate Robinson, , signed free agent to a future contract
2009-02-19, Panthers,  Jordan Gross, , re-signed to a 6-year contract
2009-02-19, Panthers,  Julius Peppers, , player designated as franchise player
2009-02-19, Raiders,  Nnamdi Asomugha, ," re-signed to a 3-year, $45.3M contract"
2009-02-19, Seahawks,  LeRoy Hill, , player designated as franchise player
2009-02-19, Steelers,  Max Starks, , player designated as non-exclusive franchise player
2009-02-19, Texans,  Dunta Robinson, , player designated as franchise player
2009-02-19, Titans,  Bo Scaife, , player designated as non-exclusive franchise player
2009-02-19, Ravens, ,  Sean Conover, lost free agent (to Jets)
2009-02-19, Saints, ,  Marquice Cole, lost free agent (to Jets)
2009-02-19, Jets,  Marquice Cole, , signed free agent (from Saints) to a future contract
2009-02-19, Jets,  Sean Conover, , signed free agent (from Ravens) to a future contract
2009-02-20, Buccaneers,  Kelly Campbell, , signed free agent
2009-02-20, Dolphins,  Vernon Carey, , re-signed to a 6-year contract extension
2009-02-20, Eagles,  Joselio Hanson, , re-signed to a 5-year contract
2009-02-20, Jets, ,  Chris Baker (a), released
2009-02-20, Raiders, ,  Gibril Wilson, released
2009-02-20, Raiders, ,  Kalimba Edwards, released
2009-02-20, Raiders, ,  Ronald Curry, released
2009-02-20, Redskins, ,  Marcus Washington (b), waived
2009-02-20, Titans,  Justin McCareins, , re-signed to a 1-year contract
2009-02-21, Patriots,  Billy Yates, , signed free agent
2009-02-21, Steelers,  Max Starks, , re-signed franchise player to a 1-year tender offer
2009-02-23, Raiders, ,  Justin Griffith, waived
2009-02-23, Raiders, ,  Kwame Harris, waived
2009-02-24, Chiefs, ,  Damon Huard, waived
2009-02-24, Chiefs, ,  Donnie Edwards, waived
2009-02-24, Chiefs, ,  Michael Merritt, waived
2009-02-24, Chiefs, ,  Patrick Surtain, waived
2009-02-24, Colts, ,  Marvin Harrison, waived
2009-02-24, Vikings,  Charles Gordon, , re-signed to a 1-year contract
2009-02-25, Buccaneers, ,  Derrick Brooks, waived
2009-02-25, Buccaneers, ,  Ike Hilliard, waived
2009-02-25, Buccaneers, ,  Joey Galloway, waived
2009-02-25, Buccaneers, ,  Warrick Dunn, waived
2009-02-25, Buccaneers, , Cato June, waived
2009-02-25, Chargers,  Kynan Forney, , re-signed to a 2-year contract
2009-02-25, Dolphins,  Channing Crowder, , re-signed to a multi-year contract extension
2009-02-25, Giants,  Brandon Jacobs, , re-signed to a 4-year contract
2009-02-25, Jets, ,  Laveranues Coles, waived
2009-02-25, Panthers, ,  D.J. Hackett, waived
2009-02-25, Panthers, ,  Jeremy Bridges, waived
2009-02-25, Panthers, ,  Nick Goings, waived
2009-02-25, Patriots,  Chad O'Shea, , hired as receivers coach
2009-02-25, Patriots,  Jason Licht, , hired as director of pro personnel
2009-02-25, Rams, ,  Drew Bennett, waived
2009-02-25, Rams, ,  Trent Green, waived
2009-02-25, Saints,  Zach Strief, , team tendered contract offer
2009-02-25, Texans, ,  Anthony Weaver, waived
2009-02-25, Texans, ,  Will Demps, waived
2009-02-25, Texans, , Ephraim Salaam, waived
2009-02-26, Bengals, ,  DeDe Dorsey, released
2009-02-26, Bengals, ,  Glenn Holt (b), released
2009-02-26, Bengals, ,  John Busing, released
2009-02-26, Bengals,  Brandon Johnson (b), , team tendered contract offer
2009-02-26, Bengals,  Darryl Blackstock, , re-signed to a 1-year contract
2009-02-26, Bengals,  Rashad Jeanty, , team tendered contract offer
2009-02-26, Bengals,  Simeon Castille, , team tendered qualifying offer
2009-02-26, Bills, ,  Derrick Dockery, waived
2009-02-26, Bills, ,  Keith Ellison, player became a free agent
2009-02-26, Bills, ,  Robert Royal, waived
2009-02-26, Bills,  Corey McIntyre, , re-signed to a 2-year contract extension
2009-02-26, Buccaneers,  Antonio Bryant, , re-signed to a 1-year contract
2009-02-26, Cardinals, ,  Nathan Hodel, waived
2009-02-26, Cardinals,  Ben Patrick, , team tendered qualifying offer
2009-02-26, Cardinals,  Chris Vincent, , signed free agent
2009-02-26, Cardinals,  Elliot Vallejo, , team tendered qualifying offer
2009-02-26, Cardinals,  Gabe Watson, , re-signed to a 1-year contract
2009-02-26, Cardinals,  Jason Banks, , signed free agent
2009-02-26, Cardinals,  Leonard Pope, , re-signed to a 1-year contract
2009-02-26, Cardinals,  Lyle Sendlein, , team tendered qualifying offer
2009-02-26, Cardinals,  Michael Adams (c), , team tendered qualifying offer
2009-02-26, Cardinals,  Pago Togafau, , team tendered qualifying offer
2009-02-26, Cardinals,  Stephen Spach, , team tendered qualifying offer
2009-02-26, Chargers, ,  Anthony Waters, waived
2009-02-26, Chargers, ,  Eldra Buckley, waived
2009-02-26, Colts,  Jeff Saturday, , re-signed unrestricted free agent to a 3-year contract
2009-02-26, Cowboys, ,  Brad Johnson (b), waived
2009-02-26, Dolphins,  Gibril Wilson, , signed free agent to a 5-year contract
2009-02-26, Dolphins,  Yeremiah Bell, , re-signed unrestricted free agent to a 4-year contract
2009-02-26, Eagles,  Hank Baskett, , team tendered contract offer
2009-02-26, Eagles,  Nick Cole, , team tendered contract offer
2009-02-26, Eagles,  Torrance Daniels / Tank Daniels, , team tendered contract offer
2009-02-26, Falcons, ,  Harvey Dahl, player became a free agent
2009-02-26, Falcons, ,  Tyson Clabo, player became a free agent
2009-02-26, Jaguars,  Brian Iwuh, , re-signed restricted free agent to a 3-year contract extension
2009-02-26, Jets, ,  Brandon Moore (b), waived
2009-02-26, Jets, ,  Noah Herron, waived
2009-02-26, Jets, ,  Sean Conover, waived
2009-02-26, Ravens, ,  Dawan Landry, player became a free agent
2009-02-26, Ravens, ,  Demetrius Williams, player became a free agent
2009-02-26, Ravens, ,  Quinn Sypniewski, player became a free agent
2009-02-26, Ravens, ,  Sam Koch, player became a free agent
2009-02-26, Redskins,  DeAngelo Hall, , re-signed to a 6-year contract
2009-02-26, Saints,  Dan Campbell (A.), , signed free agent
2009-02-26, Steelers, ,  Kendall Simmons, waived
2009-02-26, Steelers, ,  Mike Humpal, waived
2009-02-26, Steelers,  Anthony Madison, , team tendered qualifying offer
2009-02-26, Steelers,  Carey Davis, , team tendered qualifying offer
2009-02-26, Steelers,  Jeremy Parquet, , team tendered qualifying offer
2009-02-26, Steelers,  Sean McHugh, , team tendered qualifying offer
2009-02-26, Steelers,  Willie Colon, , team tendered qualifying offer
2009-02-26, Texans,  Eugene Wilson, , re-signed to a 3-year contract
2009-02-26, Vikings,  Fred Evans (b), , team tendered contract offer
2009-02-26, Vikings,  Jayme Mitchell, , re-signed to a 2-year contract
2009-02-26, Vikings, Naufahu Tahi, , team tendered contract offer
2009-02-26, Cardinals, ,  Alex Shor, waived
2009-02-26, Cardinals,  Alex Shor, , signed free agent
2009-02-27, 49ers, ,  Billy Bajema, player became an unrestricted free agent
2009-02-27, 49ers, ,  Bryant Johnson, player declared free agency
2009-02-27, 49ers, ,  Damane Duckett, player declared free agency
2009-02-27, 49ers, ,  De'Shaun Foster, player declared free agency
2009-02-27, 49ers, ,  Donald Strickland, player declared free agency
2009-02-27, 49ers, ,  J.T. O'Sullivan, player declared free agency
2009-02-27, 49ers, ,  Jamie Martin, player declared free agency
2009-02-27, 49ers, ,  Roderick Green, player declared free agency
2009-02-27, 49ers, ,  Ronald Fields / Ron Fields, player declared free agency
2009-02-27, 49ers, ,  Sean Ryan (a), player declared free agency
2009-02-27, Bears, ,  Brandon Lloyd, player declared free agency
2009-02-27, Bears, ,  Brandon McGowan, player declared free agency
2009-02-27, Bears, ,  Cameron Worrell, player declared free agency
2009-02-27, Bears, ,  Darrell McClover, player declared free agency
2009-02-27, Bears, ,  Fred Miller (b), player declared free agency
2009-02-27, Bears, ,  John St. Clair, player declared free agency
2009-02-27, Bears, ,  Kevin Jones (S.), player declared free agency
2009-02-27, Bears, ,  Rex Grossman (b), player became an unrestricted free agent
2009-02-27, Bengals, ,  Cedric Benson, player declared free agency
2009-02-27, Bengals, ,  Corey Mays, player declared free agency
2009-02-27, Bengals, ,  Darryl Blackstock, player declared free agency
2009-02-27, Bengals, ,  Eric Ghiaciuc, player declared free agency
2009-02-27, Bengals, ,  Glenn Holt (b), player declared free agency
2009-02-27, Bengals, ,  Jamar Fletcher, player declared free agency
2009-02-27, Bengals, ,  John Busing, player declared free agency
2009-02-27, Bengals, ,  John Thornton (b), player declared free agency
2009-02-27, Bengals, ,  Stacy Andrews, player declared free agency
2009-02-27, Bengals, ,  T.J. Houshmandzadeh, player declared free agency
2009-02-27, Bills, ,  Angelo Crowell, player declared free agency
2009-02-27, Bills, ,  Corey Mace, player declared free agency
2009-02-27, Bills, ,  Corey McIntyre, player declared free agency
2009-02-27, Bills, ,  J.P. Losman, player declared free agency
2009-02-27, Bills, ,  Jabari Greer, player declared free agency
2009-02-27, Bills, ,  Jason Whittle, player declared free agency
2009-02-27, Bills, ,  Kirk Chambers, player declared free agency
2009-02-27, Bills, ,  Melvin Fowler, player became an unrestricted free agent
2009-02-27, Bills, ,  Raymond Preston / Duke Preston, player declared free agency
2009-02-27, Bills, ,  Teddy Lehman, player declared free agency
2009-02-27, Bills,  Dustin Fox, , re-signed
2009-02-27, Bills,  Gibran Hamdan, , re-signed
2009-02-27, Broncos, ,  Andre Hall (a), player declared free agency
2009-02-27, Broncos, ,  Darrell Jackson, player declared free agency
2009-02-27, Broncos, ,  Ebenezer Ekuban, player declared free agency
2009-02-27, Broncos, ,  Edell Shepherd, player declared free agency
2009-02-27, Broncos, ,  Erik Pears, player declared free agency
2009-02-27, Broncos, ,  Jeb Putzier, player declared free agency
2009-02-27, Broncos, ,  Karl Paymah, player declared free agency
2009-02-27, Broncos, ,  Kenny Peterson, player declared free agency
2009-02-27, Broncos, ,  Marlon McCree, player declared free agency
2009-02-27, Broncos, ,  Michael Pittman, player declared free agency
2009-02-27, Broncos, ,  Nate Webster, player declared free agency
2009-02-27, Broncos, ,  Patrick Ramsey, player declared free agency
2009-02-27, Broncos, ,  Tatum Bell, player declared free agency
2009-02-27, Broncos, ,  Tom Nalen, player declared free agency
2009-02-27, Browns, ,  Andra Davis, player declared free agency
2009-02-27, Browns, ,  Chase Pittman, player declared free agency
2009-02-27, Browns, ,  Darnell Dinkins, player declared free agency
2009-02-27, Browns, ,  Daven Holly, player declared free agency
2009-02-27, Browns, ,  Jason Wright, player declared free agency
2009-02-27, Browns, ,  Kris Griffin, player became an unrestricted free agent
2009-02-27, Browns, ,  Lennie Friedman, player declared free agency
2009-02-27, Browns, ,  Mike Adams (c), player declared free agency
2009-02-27, Browns, ,  Scott Young, player declared free agency
2009-02-27, Browns, ,  Sean Jones (b), player declared free agency
2009-02-27, Browns, ,  Seth McKinney, player declared free agency
2009-02-27, Browns, ,  Shantee Orr, player declared free agency
2009-02-27, Browns, ,  Travis Daniels, player declared free agency
2009-02-27, Browns, ,  Willie McGinest, player declared free agency
2009-02-27, Buccaneers, ,  Cortez Hankton, player declared free agency
2009-02-27, Buccaneers, ,  Donald Penn, player declared free agency
2009-02-27, Buccaneers, ,  Jeff Garcia, player declared free agency
2009-02-27, Buccaneers, ,  Jermaine Phillips, player declared free agency
2009-02-27, Buccaneers, ,  Jerramy Stevens, player declared free agency
2009-02-27, Buccaneers, ,  Jovan Haye, player declared free agency
